property_type,stars,score,area,ghg_total,ghg_intensity,electricity,natural_gas,eui_site,eui_source,eui_site_wn,eui_source_wn
Multifamily Housing,3.5,77,746876,3486.1,5,18209862.1,12127200,43.8,92,44.7,92.9
Multifamily Housing,3.5,73,146840,799.9,5.4,1651984.7,10206442.6,80.8,104.5,85.9,109.8
Multifamily Housing,3.5,59,347216,1962.1,6.4,6791903.1,16983746.6,77.9,120.7,81.1,124.1
Office,4,75,93401,657,9,3642614.8,1665589.6,72.7,163.7,75.3,167.3
Multifamily Housing,3.5,79,127712,600.7,5.3,1513542.7,6861374.8,74.5,101.8,79,106.5
Multifamily Housing,1.5,36,315738,2289.4,7.8,7624649.6,20698320.8,96.6,147,101.6,151.8
K-12 School,3.5,59,234393,1453.2,6.2,3410594.3,17338798.7,88.5,118.4,104.4,136.3
K-12 School,3,50,76800,473.5,6.2,1782556.1,3676869.5,71.1,115.3,77,123
Office,3,67,5037125,43674.8,8.8,268467345.5,33423630.4,60.7,158.3,61.4,159
K-12 School,2,28,121557,934.9,7.7,3302249.1,7898649.8,92.1,144.3,98,150.5
Office,4,77,1281114,9155,7.1,44104209.2,42770238.2,67.8,131.4,70.2,134
Multifamily Housing,2,22,112941,1079.2,9.6,6905164.6,28040,61.4,171.5,65.9,184.1
K-12 School,2.5,39,67000,550.6,8.2,2575223.1,2799361.8,80.2,151.5,83.3,154.7
Office,2,18,66030,850.5,12.9,4990479.8,1348511.1,96,233.1,98.4,239.9
Office,4,70,871962,6858.7,7.9,43754334.4,564607.8,50.8,141.2,52.6,146.1
Supermarket/Grocery Store,4,70,52422,1430.3,27.3,7837039.9,3900499.7,223.9,496.7,228,500.7
K-12 School,4,81,366981,1732.9,4.7,5576535.3,16240537.7,59.5,89,64.8,94.7
Multifamily Housing,3.5,54,118232,813.2,7.1,2234010.4,8745215.9,96,135,100,139.2
Hotel,4,96,190742,1146.8,6,6396714.3,2794854.6,48.2,109.3,48.9,110.1
Multifamily Housing,3.5,60,72940,409.6,5.6,763173.7,5468670.9,85.4,108,85.4,107.8
Multifamily Housing,3,42,117100,784,6.7,3056681,5778637.3,75.5,124.9,78.3,128.2
Senior Living Community,1,1,97280,1550.3,17.3,5110461.8,14172280.2,215.4,326.1,221.2,330.9
K-12 School,2.5,35,149312,1226.5,8.2,6865948.6,2916509.7,65.5,149.3,68.4,155.5
Office,4,92,70000,358.7,5.1,1490924.6,2371804.6,55.2,95.2,58,98.2
Office,4,76,214800,1368.5,6.4,6828183.3,5701588.5,58.3,116.9,59.9,118.6
K-12 School,2.5,34,90500,685.6,7.6,3304103.6,3198810.1,71.9,139.3,74.9,142.5
K-12 School,2,15,84178,799.2,9.5,2155966.7,8711710.2,129.1,180.4,134.9,185.7
K-12 School,4,89,145775,523.4,3.6,1565582.2,5254449.7,46.8,67.9,53.6,75.1
K-12 School,4,70,71892,355.1,4.9,1201727.9,3154710.3,60.6,92.9,64.4,96.8
Multifamily Housing,4,75,105500,552.3,5.6,1407586.5,6261906.4,77.5,106.2,80.5,108.4
Multifamily Housing,4,70,328276,2124.8,6.5,11684168.8,5672180.2,53,118.2,55.7,125.7
Multifamily Housing,2,42,59070,350.8,5.9,288791.7,5755099.2,102.3,116,110.8,125.2
K-12 School,3.5,57,63816,470.2,7.4,1462816.5,4554214.2,94.3,139.1,99.1,144.2
Multifamily Housing,4,88,126000,550.5,5.1,2424120.1,3240518.5,52.5,94.4,55.1,98
Senior Living Community,2,29,97826,1180.5,12.1,4818364.6,8067900.5,131.7,224.5,135.3,227.7
Hotel,4,91,178845,1122.2,6.3,5391815.7,5283899.9,59.7,115.4,62,117.9
Multifamily Housing,4,96,53903,170.1,3.2,687156.3,1184311.8,34.7,58.8,36,59.4
Multifamily Housing,4,81,525604,2790.8,6.4,14765317.6,9156596,54.6,116.3,55.8,117.6
Office,3,49,84100,763.5,9.1,3351142.2,4527090.1,93.7,168.1,97.5,172.1
Multifamily Housing,4,90,209025,883.9,4.2,3629651.5,5975424.4,46,78.6,47.7,80.2
Multifamily Housing,3,63,126400,726.8,6.9,2775709.8,5528293.1,79.2,129.5,83.8,135.6
K-12 School,2,25,156248,1415.8,9.1,6536915.2,7447810,89.5,167.2,92.2,168.7
Senior Living Community,2,21,103076,1186.5,16.3,4359895.3,9527399.7,190.6,304.9,197.5,309.7
Multifamily Housing,3.5,77,77000,539.4,7,1273798.5,6412500.2,99.8,133.8,104.8,138.3
Multifamily Housing,4,62,95927,653,7.3,1772813.8,7084751.5,99.4,139.2,102.8,141.4
K-12 School,2.5,32,79665,596.6,7.5,2349971.8,4327600.2,83.8,139.6,90.3,146
Multifamily Housing,3.5,80,67650,399,5.9,1025729.1,4498291.8,81.7,112.3,85.5,115.7
K-12 School,4,73,388970,2112.5,5.4,9635450,11459830.4,54.2,100.3,59,105.3
Multifamily Housing,4,100,168947,507.5,3,1656311.9,4687400,37.5,56.6,39.4,58.2
Multifamily Housing,3.5,60,68271,402.3,5.9,1822243.4,2218930.3,59.2,108.9,61.1,110.7
Office,4,79,149011,1046.4,7,3527404.2,9335500,86.3,132.1,90.2,136.1
Multifamily Housing,4,81,142111,665.7,5.5,3860292.4,1191194.1,41.4,98.8,43.5,104.4
Multifamily Housing,3.5,80,68974,371,6.6,1654553.9,2122294.3,67.4,122.4,68.8,122.1
Multifamily Housing,4,85,205500,858.4,4.9,3122669.4,6985315.8,57.6,91.6,59.8,93.6
K-12 School,1,7,76920,813.8,10.6,3545536.9,4904480.1,109.9,196,116.1,202.6
K-12 School,4,75,122935,566.3,4.6,2012852.5,4747339.7,55,86.4,59.9,92.4
Multifamily Housing,1,8,81000,889.6,11,1235355.5,13117820.4,177.2,212.7,184.5,220.5
Office,4,85,431036,1845.1,4.3,10622377.9,3525342,33.3,78.7,33.3,78.7
K-12 School,4,70,112806,560.6,5,2482265.9,3259840,50.9,92,53.6,94.8
Multifamily Housing,4,91,69540,270.8,3.9,462947,3738231.1,60.4,75.1,64,78.4
Multifamily Housing,4,89,215000,1165.8,5.4,4997775,7263767.4,57,100.6,60.3,105.3
Office,4,95,63034,190.2,3,158658,3114115.3,51.9,58.9,56,63.4
K-12 School,4,97,180000,470.4,2.9,2089732.6,2715039.9,29.1,52.7,30.7,54.4
K-12 School,4,95,248453,824.6,3.3,2514266.5,8137870.1,42.9,62.7,48.2,68.3
Multifamily Housing,4,85,67320,525,7.8,1370197.8,5858369.9,107.4,148.4,113.6,154.9
Hotel,1,7,202602,2268,11.2,13229395.2,3826700.2,84.2,202.7,89.6,218
K-12 School,4,68,75886,394.3,5.2,1031700.1,4391340.1,71.5,98.8,76.2,103.8
Multifamily Housing,1,21,289267,2484,8.6,5260028.3,31310853.3,126.4,164.6,134.5,173
Office,3.5,55,517115,5189.5,10,33236571.9,43926.3,64.4,180.1,67.4,188.7
Multifamily Housing,4,97,72096,252.5,4.7,738182.8,2584904.4,61.4,88.4,65.2,91.8
Multifamily Housing,4,69,167175,791.4,6.4,3422744.5,4842599.9,67.1,119.2,69.8,122.3
Multifamily Housing,4,86,67854,323.3,5.3,1336405.3,2492564.4,62.8,104.3,64.7,106
Multifamily Housing,4,94,55360,327.4,5.9,1605384.3,1447212.7,55.1,108.6,57.5,114.2
Multifamily Housing,4,91,169623,699.1,5.3,2593104.2,5543506.5,61.7,99.2,65.5,101.6
K-12 School,3.5,54,264710,1739.2,6.6,7058822.9,12002910,72,122.3,75.8,126.3
Multifamily Housing,3,64,466294,2357.8,6.9,9155582.8,17488328.8,77.5,128,80,130
K-12 School,3.5,60,213710,1336.6,6.3,6525112.8,5990859.6,58.6,114.9,60.5,116.9
Multifamily Housing,2,16,59310,518.6,8.7,1367563.7,5745899.9,119.9,166.3,127,173.7
K-12 School,3,49,109407,677.9,6.2,2337863,5894040,75.2,116.4,80.4,121.9
Office,2.5,37,102450,1309.3,12.8,7366053.7,3005599.9,101.2,232.1,105.1,243.1
Multifamily Housing,1,3,113711,1088.4,11.9,4226884.6,8072362.7,134.6,222.3,138.9,225.5
Multifamily Housing,4,70,213000,969,4.5,2577757.2,10669183.8,62.4,86.7,65.5,89.8
Multifamily Housing,2,42,129844,793.1,6.1,3396124.3,4952217,64.3,113.3,66.2,115.2
Multifamily Housing,3.5,51,106272,836.9,7.9,2700751.5,7820695,99,148.4,101.8,150.6
Multifamily Housing,4,87,101710,389.2,4.7,753369.6,5113891.9,70.7,90.2,73.7,92.9
Multifamily Housing,4,84,50500,188.3,5,732658.8,1392589.8,56.2,92.9,58.2,95.3
Multifamily Housing,4,94,75000,237.9,3.8,1071292.9,1331542.8,38.4,70.4,40.2,72.3
Multifamily Housing,4,99,120755,325,3.2,1025739.3,3104043.8,41,60.9,42.3,61.8
Multifamily Housing,1.5,33,291260,1892.6,8,4851768.6,21375581.2,110.7,152.1,116.8,158.5
Office,4,97,121600,463.9,3.8,2302055.9,1970330.4,35.1,70,36.4,71.3
Retail Store,4,64,94700,651.2,6.9,4067186.9,310265.4,46.2,123.7,47.1,124.6
Office,1.5,33,2266502,29598.9,13.8,173736803.1,23432288.9,102.8,248.1,103.5,248.8
Hospital (General Medical & Surgical),2,49,1511148,22882.1,20.9,88501012.3,170758937.9,236.5,389.7,241.6,391.9
Multifamily Housing,4,87,126270,592,5.9,3129124.6,1951300,50.5,107.4,51.8,110.4
K-12 School,4,72,69850,332,4.8,988942.8,3345430,62.1,89.9,67.7,95.9
Multifamily Housing,3.5,73,89000,558.6,6.3,1383276,6451796.1,88,119.6,91.2,121.7
Multifamily Housing,1,3,400023,4305.8,10.8,10139938.6,51270593.3,153.5,205.6,165.4,216.9
Multifamily Housing,1.5,31,80607,473.4,6.9,1625572.3,4136216.6,83.8,129.3,87.2,132.9
Multifamily Housing,2,27,1182400,11064.3,9.4,44542895.7,102081396.6,124,196.1,128.5,200.9
Multifamily Housing,2.5,52,54089,310.1,6.1,901798.4,3187577.1,80.8,116.1,84.7,119.8
Office,4,79,729676,3667.6,8.8,23423209,224953.4,56.7,157.7,58.9,163.7
Multifamily Housing,4,99,68136,269.2,4,791545.1,2741574.8,51.9,74.8,53.8,76.4
K-12 School,4,65,159369,791.7,5,2119741.8,8676760.4,67.7,94.4,72.3,99.1
Multifamily Housing,4,66,180784,863.2,5.9,3626485.1,5594983.2,63.3,109.9,65.9,112.8
Office,2,50,431390,2686,11.6,15060339.3,6316790.8,92.4,211,95.2,214
Multifamily Housing,2.5,51,199011,1105.4,7.5,5507704.8,4627900.1,68.5,137.1,71.7,142.5
Multifamily Housing,1,4,87527,1033.1,11.8,6227852.2,1150453.8,84.3,213,87.7,222.5
Hotel,4,80,343240,2580.4,7.5,12091233.2,13053199.8,73.3,138.6,74.9,140.3
K-12 School,2,20,129990,1101,8.5,3353721.3,10874810,109.5,160.1,120.5,171.6
Hotel,4,75,78269,723.6,9.8,3706054.1,2734344.8,87,179,87.8,181.3
K-12 School,3.5,55,71602,405.8,5.7,1151279.6,4256559.9,75.5,107.4,81.7,113.9
Multifamily Housing,2.5,57,154140,1110.8,7.2,2538046.8,13455031.6,103.8,137.8,107.3,140.3
K-12 School,2,22,51900,423.8,8.2,1263915.5,4265720,106.5,154.5,112.2,160.4
Multifamily Housing,4,75,266703,1204.3,6.3,3740193.5,11683677.7,81,119.4,85,122.8
Multifamily Housing,1,3,180994,1703.9,11.3,8961501.7,5747857.2,97.2,205.7,97.3,205.9
Multifamily Housing,3,66,670000,3485.5,6,15085329.6,21296734.6,62.8,111.5,65.4,114.1
K-12 School,4,76,68227,307.8,4.5,881382.2,3205460,59.9,85.5,66,91.9
K-12 School,3,46,78575,490.7,6.2,1058974.7,6127530.2,91.5,119.6,96.3,124.7
Office,3,47,57251,1404.5,24.5,8297178.7,2062362.9,180.9,443.6,182.7,444.8
Office,3.5,72,109032,835.9,7.7,4474585.5,2590529.9,64.8,139.9,66.6,141.4
Multifamily Housing,1.5,36,73354,585.3,8,1105372,7771579.9,121,153.4,128.9,161.7
Multifamily Housing,3.5,52,60000,342.2,6,1276838.7,2690172.5,69.6,112.3,73.8,116.7
K-12 School,1,10,209971,2345.8,11.2,10553027.5,13155590.3,112.9,206.5,119.8,216.4
Worship Facility,1.5,34,160000,863.8,5.9,3493898.6,5997316.6,65.3,110.7,68.3,113.8
Office,4,95,54741,202.5,3.7,720331.2,1696100.1,44.1,69.4,46.3,71.6
Office,3,48,107000,1186.9,11.1,7406889.2,582300,74.7,199.5,79.3,211.8
K-12 School,3.5,60,134618,729.7,5.4,1749349.2,8597390.1,76.9,103.4,84.8,111.8
K-12 School,4,85,85000,307.2,3.6,311177.2,4868622.5,60.9,70.4,65.9,75.6
Multifamily Housing,1,22,192102,1493.6,7.8,5320795.9,12486727.9,92.7,145.8,96.1,147.9
Multifamily Housing,4,89,64619,239.7,3.7,369422.6,3426637.9,58.7,71.7,61.5,74.1
K-12 School,2,29,107722,828.3,7.7,3619789.2,4957580.1,79.6,142.4,82.8,145.8
Multifamily Housing,1,24,70720,416.8,6.8,1031184.9,4816454.5,94.7,128.7,100.1,133.7
K-12 School,4,80,150000,545.8,4.4,1415969.8,6115099.9,61.2,84.2,68,91.3
Wholesale Club/Supercenter,3,46,148364,1970.5,13.3,11107358.7,4462121.6,104.9,241.2,107.7,244.1
Multifamily Housing,2,48,434888,2915.8,7,14474069.2,12365812.2,64.1,127.9,65.9,129.8
Multifamily Housing,3.5,73,90000,381,4.2,1165122.9,3748798.8,54.6,80,56.9,81.7
Hotel,4,90,472356,2866.3,6.5,16915753.7,4260800.2,48.4,118.4,52.5,129.9
Multifamily Housing,1,28,582000,4348.5,7.7,12881184,44020016.7,101.2,146.4,110.9,155.7
Multifamily Housing,4,98,198993,763.6,3.8,3593394.7,3817348.8,37.2,70.7,38.5,71.5
Supermarket/Grocery Store,3.5,71,65227,1562.8,24,8466386.4,4545800.1,199.5,436.6,204,438.4
Multifamily Housing,3.5,80,98470,546.1,5.6,1149373.2,6905082.8,82.5,107.3,86.9,111
K-12 School,1,9,210316,2511.4,11.9,10676782.8,15910060.6,126.4,221.6,134.1,229.6
Multifamily Housing,4,82,210740,1047.5,5.8,1062503,16599038.2,98.5,113.8,103.4,118.9
K-12 School,3,50,108534,677.4,6.2,3013643.6,3897650.1,63.7,115.5,67,118.5
Senior Living Community,1,27,51828,809.1,15.6,3208454.1,5805798.3,173.9,291,175.1,290.1
K-12 School,3,48,72489,441.9,6.1,911852.1,5639769.9,90.4,116.9,96.5,123.4
Multifamily Housing,4,97,50388,293.8,5.8,1678353.9,599234,45.2,105.8,46.8,109.9
Multifamily Housing,4,86,138318,536,5.1,1078499,6923243,75.5,97.1,79.7,101.5
Multifamily Housing,1,30,59310,459.5,7.7,829849.7,6211900,118.7,149.1,123.9,153.5
Multifamily Housing,2,43,75600,460.1,6.1,833589.1,6212992.6,93.2,117.2,97.7,121.9
Office,4,82,1513050,9683.5,6.5,61801464.1,718906.7,42,116.9,43.7,121.5
Office,4,66,105231,754.1,7.9,3754865,3165230.1,72.4,144.7,75.5,149.2
Multifamily Housing,4,72,367510,2285.5,6.2,7815199.3,20065580,75.9,116.9,78.3,119.4
Multifamily Housing,1,21,231317,1412.1,8.3,4820303.5,12422967.5,101.8,156.7,106.1,161.2
Multifamily Housing,4,94,55820,183.3,3.3,528901,1897841.9,43.5,62.2,45.3,63.7
Multifamily Housing,3,68,192927,806.7,4.5,2260052.7,8547151.8,60.5,85.7,60.3,85.1
K-12 School,3.5,58,165364,940.2,5.7,3502103.1,7410769.8,66,106.4,69.3,109.9
Multifamily Housing,4,96,87500,344.2,4.8,1455975.5,2201531.1,51.5,90,53.6,92.6
K-12 School,2.5,37,80075,549.5,6.9,1405712.5,6215980.2,95.2,130.7,106.6,143.2
Multifamily Housing,2.5,60,74550,506.1,6.8,1189825.9,6031792.5,96.9,129.6,101.6,133.4
Office,4,91,310704,1268.1,4.6,6270689.7,5449916.2,42.5,84.5,43.9,85.9
Multifamily Housing,4,80,87052,612,7,3443496.1,1403465.4,55.7,127.7,56,128
Multifamily Housing,2,27,56364,463.7,8.2,2152320.3,2406363.9,80.9,151.7,83.6,155.7
Multifamily Housing,3.5,72,210619,1428.1,6.8,7147931.6,5883327.3,61.9,124.4,63.2,126.4
Senior Living Community,1.5,36,71620,718.8,12.5,2599621.9,5894069.9,147.9,234.5,155.6,241.3
Multifamily Housing,2.5,56,186552,1007.6,6.5,2664645.7,11140923.9,88.6,123,97.2,131.2
Hotel,4,79,116000,980.8,8.5,4547462.1,5104401.6,83.2,156,85.6,158.5
Multifamily Housing,1,6,313446,2978.6,12.5,17573117.4,4442990.5,92.2,225.7,98.1,241.3
Supermarket/Grocery Store,2,41,70022,2120.3,30.3,11056688.8,7430199.9,264,553.5,269.6,556.2
Multifamily Housing,4,69,286170,1502.5,6,7396936.5,6553062.4,55.9,110.5,57.5,112.2
Multifamily Housing,1,9,100000,963.4,9.6,3402593.1,8140998.5,115.4,180.8,121.9,187.5
K-12 School,3.5,59,137971,764.7,5.5,1897027.2,8822310,77.7,105.6,89.6,119.4
Multifamily Housing,2,43,60127,356.8,6.5,920400.7,4012685.8,89.8,123.6,95,129
Office,4,75,219636,1545.1,7,6666117.4,9502799.8,73.6,130.4,77,134
Office,4,77,91304,680.1,7.4,3525097.4,2446599.9,65.4,136.2,69.2,142.1
K-12 School,3,44,128230,833,6.5,2854443.3,7295699.6,79.2,122.1,85.2,128.4
Multifamily Housing,1,22,114625,909.3,8.3,3630408.9,6451590.8,91.7,154.1,94.1,156.2
Multifamily Housing,2.5,54,1135720,5167.5,6.2,25481399.4,22416384.5,57.6,114.2,59.9,118.6
Multifamily Housing,4,61,76384,492.9,6.9,1569202.8,4669629.7,87.9,130.9,91.8,134.1
K-12 School,2.5,32,136289,1031.1,7.6,5472584.2,3332690.1,64.6,138.1,66.8,139.9
Multifamily Housing,2.5,51,91524,634.5,6.9,1516702.2,7489286.8,98.4,132.3,101.1,135.2
K-12 School,4,89,93355,374.3,4,1172516.7,3602199.7,51.1,75.7,55.1,79.8
Multifamily Housing,2.5,53,154000,965,7.5,5624774.2,1639958.4,56.4,135.8,59.7,144.9
Senior Living Community,1,5,68280,844.8,16.6,2459985.5,8677659.3,218.4,313.7,234.2,329
Office,3.5,79,94322,691.2,7.3,2659326.4,5198948.7,83.3,136.8,87.2,140.9
Retail Store,2,20,116483,1217.2,10.4,7008821.5,2321534.9,80.1,189.4,82.9,192.3
Hotel,3,61,153000,1708.1,11.2,6376520.5,13422780.4,129.4,208.8,132.3,211.9
Multifamily Housing,3,42,286985,2015.2,7.8,7216366.5,16735598.8,93.1,146.8,97.9,151.9
K-12 School,3,50,67141,410.8,6.1,1531913.8,3232570.1,71,114.4,76.9,120.7
Multifamily Housing,4,69,100460,594,6.5,1744668.4,6056785.8,85.3,122.9,90,127.8
Multifamily Housing,4,87,111004,513.6,4.6,2158816.7,3326394.5,49.4,85.9,52.2,88
Retail Store,3,68,276899,1146.1,9.5,6002728.1,3940599.8,82.2,173.2,84.9,175.5
Multifamily Housing,4,93,62388,356.7,5.7,1290053.3,2924150.9,67.5,107.1,69.8,109.5
Multifamily Housing,4,85,134082,629.8,4.9,1531967.4,7356000.1,68.5,92.6,72.7,97
Multifamily Housing,4,65,69631,292.4,4.2,375449.6,4401800,68.6,81.5,72.5,85.2
Multifamily Housing,3,70,285767,1578,5.5,9586355.4,1542040.1,38.9,99.6,40.1,101.8
K-12 School,4,75,151694,709.5,4.7,2792764.1,5152240.2,52.4,87.2,55.7,90.7
K-12 School,4,73,128716,608,4.7,1763099.4,6265599.8,62.4,89.5,67.3,95.1
Hotel,4,62,224000,1900.3,8.5,2356849.2,28851301.2,139.3,164.7,147.9,174
Multifamily Housing,1,28,94950,565,6,1794090.9,5366154.1,75.4,112.2,78,114.6
Multifamily Housing,4,93,94600,420.9,4.4,1205401.6,4382969.4,59.1,84.3,61.5,86.8
Office,2.5,40,1193163,14264.5,12,76964455.7,42412652,100.1,217.9,103.7,221.7
K-12 School,4,76,169086,861.3,5.1,3432672.2,6129999.8,56.6,94.9,60.1,98.6
K-12 School,4,64,67506,362.3,5.4,1564876.3,2222270,56.1,99.5,60.4,104
Multifamily Housing,3,50,489535,3075,7,10446541.2,27197601.3,86.3,132.5,91.2,138.2
Multifamily Housing,2,49,66645,383.5,6.8,1590623.2,2545752.4,73.9,127.3,75.8,129.3
Multifamily Housing,4,69,115362,666.9,5.8,2785259.8,4370862.3,62,107.4,65.7,111.2
Multifamily Housing,2.5,53,147700,920,6.6,2348534.2,10420158.1,91,124.8,96.2,129.8
Office,4,75,1587805,10862.4,7.2,68420872.1,3463981.1,47.7,129.5,48.4,131.6
K-12 School,4,91,132816,451.8,3.4,1443048.3,4266280.1,43,64.1,45.7,67.6
Supermarket/Grocery Store,1.5,31,66000,2240.8,34,11851913.9,7362668,291.1,619.9,295.2,622.9
Office,1.5,32,162202,1954.7,12.1,9358751.2,9302126.8,115.1,221.8,118.6,225
Multifamily Housing,3,46,50000,303,6.1,865010.2,3162653.7,80.6,114.9,83.3,117.7
Multifamily Housing,3,65,67147,472.9,7,1189136.6,5408660.9,98.3,134.2,98.3,134.2
K-12 School,4,72,99710,471.3,4.7,1150688.2,5492000.3,66.6,90.1,71.2,94.9
Office,3.5,73,1797097,14569.7,8.6,93096764.4,755156.1,55.6,154.9,57.9,161.4
Multifamily Housing,2.5,56,471954,2149.3,5.8,11210092.6,7526346.5,51,106.9,53.1,110.6
Senior Living Community,3,64,133683,937.7,9.5,3493767.3,7388799.9,110,177.4,113,180.3
Multifamily Housing,4,96,638697,2230.5,3.5,10016192.7,12563599.5,35.4,64.6,36.3,65.2
Office,3.5,73,3021067,20898,7.6,118399839.9,45550332.9,59.6,137.9,61.2,139.5
Multifamily Housing,3.5,53,240000,1348.2,7.2,5699800.8,8635636.7,76.3,133.1,79.3,136.5
Multifamily Housing,3,46,152200,951.3,7.8,5109978.5,2895166.9,65.5,142,67.4,146
Residence Hall/Dormitory,4,82,246327,1359,5.5,5814939.8,8500000.2,58.1,102.3,60.6,104.9
Multifamily Housing,1,24,50139,431.9,8.6,775806.9,5851893.2,132.2,165.9,140.4,173.9
K-12 School,3.5,51,296441,1896.4,6.4,4761800.9,21711669.9,89.3,121.9,99.8,133
Financial Office,4,79,581260,3421.6,5.9,16877412.2,14827622.5,54.7,108.3,56.4,110.1
Office,4,76,82712,542.5,6.6,3054216.9,1239732.4,51.9,119.1,54.3,124.1
Office,1,6,127872,2503.8,19.6,14720377.7,3885985.6,145.5,354.2,148.6,359.8
K-12 School,2.5,38,77483,528.3,6.8,1261282.5,6240710.2,96.8,130.1,102.7,136.3
Multifamily Housing,4,83,232186,1006.4,5.5,3932569.3,7392078.2,62.2,103,64.7,105.4
Multifamily Housing,3,61,143900,769.1,5.5,2281672.6,7775399.8,71.9,104,74.7,106.5
Multifamily Housing,3,48,81896,394.7,4.8,645857.4,5533833.5,75.5,93,81.3,98.9
Multifamily Housing,1,26,1193156,7804.6,7.9,23213681.3,78728980.4,103,149.3,107.7,154.1
Multifamily Housing,3.5,78,101000,456.4,5.3,1466498,4284473.9,67,100.3,69.9,103.1
Multifamily Housing,4,65,95110,659.4,6.9,3252847.2,2857454,64.2,127.3,67.1,133
K-12 School,2.5,38,73963,499.4,6.8,1066597.1,6267650.3,99.2,129.4,106.6,137.8
Multifamily Housing,1,14,340887,2756.8,10.4,10027810.5,22437698.5,122.9,195.5,129.2,202.1
K-12 School,2,12,71668,679.1,9.5,1884570.7,7247530,127.4,179.8,134.1,186.8
Multifamily Housing,4,65,117963,755.1,6.4,1966717.7,8437819.9,88.2,121.8,91.8,125.6
Multifamily Housing,4,92,838253,3155,3.8,10218531,29373359.2,47.2,70.9,49.2,73
K-12 School,4,86,184611,788.2,4.3,2110928.7,8637329.7,58.2,81.1,64.4,87.6
Multifamily Housing,4,99,75706,233.1,3.7,543883,2790822.6,53,70.8,57.3,74.8
Multifamily Housing,4,95,50000,188.9,3.8,534823.1,1985600.4,50.4,71.6,53.6,73.9
Office,4,92,1237455,9695.9,7.8,50754535.6,33412558.8,68,143.2,69.8,145.1
Multifamily Housing,4,93,257774,1009.4,4.1,2165789.1,12640904.7,59.8,78,63.3,81.4
K-12 School,3,46,127162,827,6.5,4082369.6,3575460,60.2,119.4,62.4,121.9
Multifamily Housing,4,85,99270,488.7,5.6,1289885.5,5410173.4,77.4,107.4,82.3,112
Multifamily Housing,2,24,116213,856.1,7.4,825553.9,13692099.9,124.9,143.6,132.2,151.2
Multifamily Housing,4,82,75000,286.8,3.8,1205701.9,1857675.6,40.8,71,42.4,72.7
Multifamily Housing,4,96,303184,1111.7,4.1,5477754.5,4835021,37.7,74.7,37.7,74.7
Multifamily Housing,4,91,99016,408.8,5.6,1525559.8,3213329.4,64.9,104.7,68.6,108.1
Multifamily Housing,1.5,40,72332,503.7,7,557821.1,7844572.6,116.2,135.5,122.7,142.2
Multifamily Housing,2,46,69302,651.9,10.3,2329987.4,5426687.1,123.1,194,126.5,196.5
K-12 School,3,42,71980,480.5,6.7,1791732.6,3780929.9,77.4,124.9,81.3,128.9
Multifamily Housing,3.5,74,73000,295.1,6.2,1427468.2,1361502,58.7,114.3,59.3,114.8
Multifamily Housing,4,63,303734,1850.3,6.4,5806200.4,17774832.5,82.1,121.6,86,124.9
Multifamily Housing,3.5,59,852820,4776.1,6.3,13910642,49046238.1,83.1,119.3,87.7,124
Multifamily Housing,2,28,239568,1437.8,8.8,5382590.5,11253000.3,101.5,164,106.3,169.5
K-12 School,4,67,213710,1254.1,5.9,6441817.4,4682660,52.1,107.4,53.9,109.9
K-12 School,4,84,117104,462.4,3.9,1028990.5,5681989.9,57.3,75.6,63,81.8
Multifamily Housing,4,83,280827,1316.3,5.7,6410386.5,5945600.1,53.1,104,55.3,106.3
Multifamily Housing,3,46,307289,1649.8,6.8,8020117.6,7495197.3,63.8,124.8,66.3,130
Multifamily Housing,2.5,59,242000,1636.1,6.8,5601350.8,14344198.2,82.4,127,85.8,129.4
Multifamily Housing,3,65,55000,253,4.6,927600,2036864.7,53.9,86.1,56.4,89.2
Office,4,87,728275,3523.1,5.1,12733764.7,28914469.2,60.5,95.9,64,99.6
Multifamily Housing,3.5,77,340015,1573,5.2,6491637.2,10539584.9,56.8,97.5,58.8,99.4
Multifamily Housing,4,86,47240,275.7,5.8,809572,2810977,76.6,110.5,79.3,112.9
Office,4,97,64998,283,4.4,1800577.2,36515.3,28.3,78.2,28.3,78.2
K-12 School,3.5,59,455800,2866.3,6.3,9415178.8,26298660.9,78.4,118.4,90.3,130.4
K-12 School,4,72,73514,353.8,4.8,1334375.7,2739540.3,55.4,90,59.2,93.9
Multifamily Housing,1.5,33,55000,421.4,7.7,1080802.1,4757929.4,106.2,145.9,111.6,151.6
Multifamily Housing,4,69,150526,557.7,5,1751676.5,5353449.9,64.3,95.2,67,97.1
K-12 School,2.5,36,118704,672.1,6.4,4074522.6,681264,45.2,115.1,46.3,116.3
Office,4,79,632100,4192.1,6.8,19837704.6,20635797.4,65.3,124.5,69.1,128.2
Office,4,83,52284,262.6,5,1010278.9,1974705.4,57.1,93.8,61,98.1
K-12 School,4,90,67170,235.3,3.5,746043.7,2237649.9,44.4,66.1,48.5,70.4
Multifamily Housing,3.5,55,312210,1833.1,5.9,5122968,19458551.6,78.7,111.4,81.9,114
Multifamily Housing,2.5,35,137870,807.8,7.5,2039525.4,9214840,105.1,143.7,108.8,146.3
Multifamily Housing,3,66,198000,1028.7,6.1,4158634.2,7147423.7,67.3,114,71.2,118.3
Office,4,83,249062,1397.1,5.6,4744992.1,8349661.1,68.8,103.3,71.2,105.9
Multifamily Housing,1.5,34,74080,338.7,6.8,919250.8,3676568.5,91.9,128.7,96.7,133.5
